,Date,Open_x,High_x,Low_x,Close_x,Adj Close_x,Volume_x,Open_y,High_y,Low_y,Close_y,Adj Close_y,Volume_y
0,2007-11-09,1467.589966,1474.089966,1448.51001,1453.699951,1453.699951,4587050000,82.41999799999998,82.41999799999998,78.839996,78.889999,78.889999,11620200
1,2007-11-12,1453.660034,1464.939941,1438.530029,1439.180054,1439.180054,4192520000,78.260002,80.089996,76.5,77.0,77.0,9396900
2,2007-11-13,1441.349976,1481.369995,1441.349976,1481.050049,1481.050049,4141310000,77.910004,80.050003,77.800003,79.860001,79.860001,9496300
3,2007-11-14,1483.400024,1492.140015,1466.469971,1470.579956,1470.579956,4031470000,80.400002,81.150002,78.150002,78.510002,78.510002,8427400
4,2007-11-15,1468.040039,1472.670044,1443.48999,1451.150024,1451.150024,3941010000,79.43,79.730003,76.699997,77.849998,77.849998,7831500
5,2007-11-16,1453.089966,1462.180054,1443.98999,1458.73999,1458.73999,4168870000,77.010002,78.989998,76.629997,78.599998,78.599998,7114100
6,2007-11-19,1456.699951,1456.699951,1430.420044,1433.27002,1433.27002,4119650000,78.83000200000002,79.75,77.940002,79.18,79.18,8649800
7,2007-11-20,1434.51001,1452.640015,1419.280029,1439.699951,1439.699951,4875150000,79.860001,82.0,78.309998,80.389999,80.389999,11610000
8,2007-11-21,1434.709961,1436.400024,1415.640015,1416.77002,1416.77002,4076230000,79.239998,80.860001,78.650002,79.760002,79.760002,6678300
9,2007-11-23,1417.619995,1440.859985,1417.619995,1440.699951,1440.699951,1612720000,80.110001,81.449997,78.980003,81.43,81.43,2780900
10,2007-11-26,1440.73999,1446.089966,1406.099976,1407.219971,1407.219971,3706470000,82.300003,84.489998,81.139999,81.300003,81.300003,8610500
11,2007-11-27,1409.589966,1429.48999,1407.430054,1428.22998,1428.22998,4320720000,82.91999799999998,85.650002,82.209999,85.589996,85.589996,8634200
12,2007-11-28,1432.949951,1471.619995,1432.949951,1469.02002,1469.02002,4508020000,87.550003,90.57,86.75,90.300003,90.300003,11403400
13,2007-11-29,1467.410034,1473.810059,1458.359985,1469.719971,1469.719971,3524730000,89.889999,91.470001,88.68,89.150002,89.150002,6977100
14,2007-11-30,1471.829956,1488.939941,1470.890015,1481.140015,1481.140015,4422200000,90.559998,91.08000200000001,88.309998,90.559998,90.559998,6881600
15,2007-12-03,1479.630005,1481.160034,1470.079956,1472.420044,1472.420044,3323250000,90.029999,92.25,89.769997,90.910004,90.910004,6000500
16,2007-12-04,1471.339966,1471.339966,1460.660034,1462.790039,1462.790039,3343620000,90.040001,94.559998,90.040001,94.410004,94.410004,7337900
17,2007-12-05,1465.219971,1486.089966,1465.219971,1485.01001,1485.01001,3663660000,94.989998,94.989998,91.980003,93.190002,93.190002,6608600
18,2007-12-06,1484.589966,1508.02002,1482.189941,1507.339966,1507.339966,3568570000,93.279999,95.0,92.83000200000001,94.209999,94.209999,5472700
19,2007-12-07,1508.599976,1510.630005,1502.660034,1504.660034,1504.660034,3177710000,94.559998,94.68,92.910004,94.309998,94.309998,3934800
20,2007-12-10,1505.109985,1518.27002,1504.959961,1515.959961,1515.959961,2911760000,94.309998,94.349998,92.300003,93.019997,93.019997,5180600
21,2007-12-11,1516.680054,1523.569946,1475.98999,1477.650024,1477.650024,4080180000,93.099998,95.940002,90.75,90.75,90.75,10269600
22,2007-12-12,1487.579956,1511.959961,1468.22998,1486.589966,1486.589966,4482120000,92.839996,93.75,89.32,91.279999,91.279999,7228100
23,2007-12-13,1483.27002,1489.400024,1469.209961,1488.410034,1488.410034,3635170000,91.050003,93.0,90.629997,92.400002,92.400002,6046300
24,2007-12-14,1486.189941,1486.670044,1467.780029,1467.949951,1467.949951,3401050000,90.769997,91.239998,88.93,89.08000200000002,89.08000200000002,6002300
25,2007-12-17,1465.050049,1465.050049,1445.430054,1445.900024,1445.900024,3569030000,89.010002,89.059998,84.989998,85.089996,85.089996,7697700
26,2007-12-18,1445.920044,1460.160034,1435.650024,1454.97998,1454.97998,3723690000,85.83000200000002,87.459999,83.860001,86.889999,86.889999,7266100
27,2007-12-19,1454.699951,1464.420044,1445.310059,1453.0,1453.0,3401300000,86.940002,89.949997,86.83000200000002,89.379997,89.379997,7616200
28,2007-12-20,1456.420044,1461.530029,1447.219971,1460.119995,1460.119995,3526890000,90.139999,90.75,89.089996,90.58000200000001,90.58000200000001,5879800
29,2007-12-21,1463.189941,1485.400024,1463.189941,1484.459961,1484.459961,4508590000,91.470001,92.279999,90.389999,91.260002,91.260002,6604900
30,2007-12-24,1484.550049,1497.630005,1484.550049,1496.449951,1496.449951,1267420000,91.050003,91.559998,90.300003,91.010002,91.010002,2017100
31,2007-12-26,1495.119995,1498.849976,1488.199951,1497.660034,1497.660034,2010500000,91.480003,93.940002,90.5,92.849998,92.849998,5442200
32,2007-12-27,1495.050049,1495.050049,1475.859985,1476.27002,1476.27002,2365770000,92.66999799999999,95.290001,92.5,94.25,94.25,7113700
33,2007-12-28,1479.829956,1488.01001,1471.699951,1478.48999,1478.48999,2420510000,95.269997,95.900002,92.099998,94.449997,94.449997,7587900
34,2007-12-31,1475.25,1475.829956,1465.130005,1468.359985,1468.359985,2440880000,93.809998,94.370003,92.449997,92.639999,92.639999,5755200
35,2008-01-02,1467.969971,1471.77002,1442.069946,1447.160034,1447.160034,3452650000,95.349998,97.43,94.699997,96.25,96.25,13858700
36,2008-01-03,1447.550049,1456.800049,1443.72998,1447.160034,1447.160034,3429500000,96.059998,97.25,94.519997,95.209999,95.209999,9122500
37,2008-01-04,1444.01001,1444.01001,1411.189941,1411.630005,1411.630005,4166000000,93.260002,93.400002,88.5,88.790001,88.790001,10270000
38,2008-01-07,1414.069946,1423.869995,1403.449951,1416.180054,1416.180054,4221260000,88.620003,90.57,85.470001,88.82,88.82,9981600
39,2008-01-08,1415.709961,1430.280029,1388.300049,1390.189941,1390.189941,4705390000,87.550003,91.83000200000001,86.93,87.879997,87.879997,12283300
40,2008-01-09,1390.25,1409.189941,1378.699951,1409.130005,1409.130005,5351030000,87.559998,87.800003,80.239998,85.220001,85.220001,16410900
41,2008-01-10,1406.780029,1429.089966,1395.310059,1420.329956,1420.329956,5170490000,83.980003,85.970001,82.970001,84.260002,84.260002,11609900
42,2008-01-11,1419.910034,1419.910034,1394.829956,1401.02002,1401.02002,4495840000,84.029999,84.029999,80.290001,81.08000200000002,81.08000200000002,10624300
43,2008-01-14,1402.910034,1417.890015,1402.910034,1416.25,1416.25,3682090000,82.18,83.32,78.870003,82.870003,82.870003,9056100
44,2008-01-15,1411.880005,1411.880005,1380.599976,1380.949951,1380.949951,4601640000,80.489998,81.010002,78.510002,80.239998,80.239998,9655900
45,2008-01-16,1377.410034,1391.98999,1364.27002,1373.199951,1373.199951,5440620000,79.58000200000002,82.360001,78.440002,80.349998,80.349998,12407000
46,2008-01-17,1374.790039,1377.719971,1330.670044,1333.25,1333.25,5303130000,80.160004,82.25,79.540001,80.120003,80.120003,9900900
47,2008-01-18,1333.900024,1350.280029,1312.51001,1325.189941,1325.189941,6004840000,79.93,82.309998,78.040001,79.760002,79.760002,13364300
48,2008-01-22,1312.939941,1322.089966,1274.290039,1310.5,1310.5,6544690000,73.58000200000002,79.720001,72.220001,78.480003,78.480003,12822200
49,2008-01-23,1310.410034,1339.089966,1270.050049,1338.599976,1338.599976,3241680000,75.599998,76.800003,69.949997,73.970001,73.970001,20405700
50,2008-01-24,1340.130005,1355.150024,1334.310059,1352.069946,1352.069946,5735300000,74.529999,77.879997,74.190002,77.66999799999998,77.66999799999998,9886600
