,Date,Open_x,High_x,Low_x,Close_x,Adj Close_x,Volume_x,Open_y,High_y,Low_y,Close_y,Adj Close_y,Volume_y
0,2007-11-09,1467.589966,1474.089966,1448.51001,1453.699951,1453.699951,4587050000,58.560001,59.200001,56.580002,57.02,38.566208,2082000
1,2007-11-12,1453.660034,1464.939941,1438.530029,1439.180054,1439.180054,4192520000,57.139998999999996,57.700001,55.080002,55.16,37.308170000000004,2119800
2,2007-11-13,1441.349976,1481.369995,1441.349976,1481.050049,1481.050049,4141310000,55.240002000000004,58.540001000000004,54.959998999999996,58.34,39.459003,2320300
3,2007-11-14,1483.400024,1492.140015,1466.469971,1470.579956,1470.579956,4031470000,58.380001,58.540001000000004,57.32,57.560001,38.931438,1819200
4,2007-11-15,1468.040039,1472.670044,1443.48999,1451.150024,1451.150024,3941010000,57.139998999999996,58.240002000000004,56.439999,57.880001,39.147881,1497100
5,2007-11-16,1453.089966,1462.180054,1443.98999,1458.73999,1458.73999,4168870000,59.18,62.099998,59.060001,61.700001,41.731586,2697300
6,2007-11-19,1456.699951,1456.699951,1430.420044,1433.27002,1433.27002,4119650000,61.560001,61.560001,58.380001,59.139998999999996,40.000076,1713100
7,2007-11-20,1434.51001,1452.640015,1419.280029,1439.699951,1439.699951,4875150000,59.700001,60.0,57.200001,58.279999,39.418415,1603100
8,2007-11-21,1434.709961,1436.400024,1415.640015,1416.77002,1416.77002,4076230000,57.599998,59.0,57.060001,57.939999,39.188454,1358300
9,2007-11-23,1417.619995,1440.859985,1417.619995,1440.699951,1440.699951,1612720000,58.0,58.959998999999996,57.540001000000004,58.700001,39.702503,711900
10,2007-11-26,1440.73999,1446.089966,1406.099976,1407.219971,1407.219971,3706470000,59.299999,60.599998,57.779999,58.68,39.68898,1918900
11,2007-11-27,1409.589966,1429.48999,1407.430054,1428.22998,1428.22998,4320720000,59.080002,60.919998,58.900002,60.400002,40.852318,1793000
12,2007-11-28,1432.949951,1471.619995,1432.949951,1469.02002,1469.02002,4508020000,61.0,64.040001,60.82,63.759997999999996,43.124893,2510000
13,2007-11-29,1467.410034,1473.810059,1458.359985,1469.719971,1469.719971,3524730000,63.459998999999996,64.91999799999999,63.200001,64.839996,43.855358,2205300
14,2007-11-30,1471.829956,1488.939941,1470.890015,1481.140015,1481.140015,4422200000,65.300003,66.08000200000001,64.239998,65.199997,44.09885,1991200
15,2007-12-03,1479.630005,1481.160034,1470.079956,1472.420044,1472.420044,3323250000,64.800003,66.099998,63.959998999999996,65.699997,44.437027,2021200
16,2007-12-04,1471.339966,1471.339966,1460.660034,1462.790039,1462.790039,3343620000,65.019997,66.160004,64.400002,65.91999799999999,44.585831,1933700
17,2007-12-05,1465.219971,1486.089966,1465.219971,1485.01001,1485.01001,3663660000,66.32,67.32,65.160004,66.620003,45.05928,1602900
18,2007-12-06,1484.589966,1508.02002,1482.189941,1507.339966,1507.339966,3568570000,66.519997,67.040001,65.480003,66.599998,45.045757,2469100
19,2007-12-07,1508.599976,1510.630005,1502.660034,1504.660034,1504.660034,3177710000,66.800003,67.220001,66.040001,67.120003,45.397472,1010000
20,2007-12-10,1505.109985,1518.27002,1504.959961,1515.959961,1515.959961,2911760000,67.379997,68.339996,66.980003,67.879997,45.911507,1291000
21,2007-12-11,1516.680054,1523.569946,1475.98999,1477.650024,1477.650024,4080180000,67.720001,69.32,66.959999,67.139999,45.410988,1781400
22,2007-12-12,1487.579956,1511.959961,1468.22998,1486.589966,1486.589966,4482120000,68.239998,68.860001,66.5,67.279999,45.50568,1369200
23,2007-12-13,1483.27002,1489.400024,1469.209961,1488.410034,1488.410034,3635170000,67.900002,67.959999,66.559998,67.260002,45.492168,1586900
24,2007-12-14,1486.189941,1486.670044,1467.780029,1467.949951,1467.949951,3401050000,66.900002,67.360001,66.260002,66.5,44.97813,1003400
25,2007-12-17,1465.050049,1465.050049,1445.430054,1445.900024,1445.900024,3569030000,66.58000200000001,67.019997,65.0,65.360001,44.207066,1203600
26,2007-12-18,1445.920044,1460.160034,1435.650024,1454.97998,1454.97998,3723690000,65.800003,66.0,64.900002,65.540001,44.32881500000001,872700
27,2007-12-19,1454.699951,1464.420044,1445.310059,1453.0,1453.0,3401300000,65.339996,65.91999799999999,64.82,65.139999,44.058258,792800
28,2007-12-20,1456.420044,1461.530029,1447.219971,1460.119995,1460.119995,3526890000,63.700001,64.400002,61.939999,64.139999,43.381896999999995,2448300
29,2007-12-21,1463.189941,1485.400024,1463.189941,1484.459961,1484.459961,4508590000,64.739998,64.879997,63.740002000000004,64.059998,43.327805,2031300
30,2007-12-24,1484.550049,1497.630005,1484.550049,1496.449951,1496.449951,1267420000,63.82,64.839996,63.720001,64.839996,43.855358,423700
31,2007-12-26,1495.119995,1498.849976,1488.199951,1497.660034,1497.660034,2010500000,64.5,65.279999,64.059998,65.120003,44.044727,723000
32,2007-12-27,1495.050049,1495.050049,1475.859985,1476.27002,1476.27002,2365770000,64.41999799999999,65.400002,63.82,63.919998,43.233109000000006,673700
33,2007-12-28,1479.829956,1488.01001,1471.699951,1478.48999,1478.48999,2420510000,63.82,64.440002,62.900002,63.84,43.178993,803900
34,2007-12-31,1475.25,1475.829956,1465.130005,1468.359985,1468.359985,2440880000,63.400002,64.019997,62.919998,63.240002000000004,42.773174,1062100
35,2008-01-02,1467.969971,1471.77002,1442.069946,1447.160034,1447.160034,3452650000,63.299999,63.759997999999996,60.34,61.099998,41.325759999999995,1726900
36,2008-01-03,1447.550049,1456.800049,1443.72998,1447.160034,1447.160034,3429500000,61.34,61.759997999999996,60.740002000000004,61.119999,41.339290999999996,1096400
37,2008-01-04,1444.01001,1444.01001,1411.189941,1411.630005,1411.630005,4166000000,62.580002,62.580002,58.540001000000004,59.119999,39.986565,1330400
38,2008-01-07,1414.069946,1423.869995,1403.449951,1416.180054,1416.180054,4221260000,59.119999,59.119999,57.84,58.259997999999996,39.404892,1308100
39,2008-01-08,1415.709961,1430.280029,1388.300049,1390.189941,1390.189941,4705390000,58.16,59.5,57.400002,57.599998,38.958488,1849000
40,2008-01-09,1390.25,1409.189941,1378.699951,1409.130005,1409.130005,5351030000,57.439999,57.900002,55.139998999999996,56.540001000000004,38.24155,2019900
41,2008-01-10,1406.780029,1429.089966,1395.310059,1420.329956,1420.329956,5170490000,56.0,56.34,53.619999,54.900002,37.132313,4448700
42,2008-01-11,1419.910034,1419.910034,1394.829956,1401.02002,1401.02002,4495840000,54.66,54.799999,52.5,52.900002,35.779594,2370800
43,2008-01-14,1402.910034,1417.890015,1402.910034,1416.25,1416.25,3682090000,53.18,54.099998,52.299999,53.740002000000004,36.34773300000001,1960500
44,2008-01-15,1411.880005,1411.880005,1380.599976,1380.949951,1380.949951,4601640000,52.540001000000004,52.700001,50.200001,50.779999,34.345703,3678500
45,2008-01-16,1377.410034,1391.98999,1364.27002,1373.199951,1373.199951,5440620000,51.040001000000004,51.380001,49.560001,49.919998,33.764023,3031400
46,2008-01-17,1374.790039,1377.719971,1330.670044,1333.25,1333.25,5303130000,49.900002,49.98,45.540001000000004,45.98,31.099155,4378800
47,2008-01-18,1333.900024,1350.280029,1312.51001,1325.189941,1325.189941,6004840000,45.799999,48.700001,45.799999,47.040001000000004,31.816105,3625100
48,2008-01-22,1312.939941,1322.089966,1274.290039,1310.5,1310.5,6544690000,45.400002,47.060001,44.5,45.619999,30.855666999999997,2470100
49,2008-01-23,1310.410034,1339.089966,1270.050049,1338.599976,1338.599976,3241680000,44.0,47.68,43.860001000000004,46.779999,31.640249,3216900
50,2008-01-24,1340.130005,1355.150024,1334.310059,1352.069946,1352.069946,5735300000,46.400002,48.34,45.98,47.919998,32.411308,2330500
51,2008-01-25,1357.319946,1368.560059,1327.5,1330.609985,1330.609985,4882250000,48.400002,48.400002,46.259997999999996,46.599998,31.518501,1281600
52,2008-01-28,1330.699951,1353.969971,1322.26001,1353.959961,1353.959961,4100930000,46.799999,46.880001,45.099998,45.700001,30.909778999999997,2360600
53,2008-01-29,1355.939941,1364.930054,1350.189941,1362.300049,1362.300049,4232960000,46.16,47.02,45.66,46.16,31.220903000000003,3586700
54,2008-01-30,1362.219971,1385.859985,1352.949951,1355.810059,1355.810059,4742760000,46.060001,47.0,45.0,45.68,30.896259000000004,2077200
55,2008-01-31,1351.97998,1385.619995,1334.079956,1378.550049,1378.550049,4970290000,45.540001000000004,46.5,45.139998999999996,46.040001000000004,31.139736,2024100
56,2008-02-01,1378.599976,1396.02002,1375.930054,1395.420044,1395.420044,4650770000,46.200001,46.939999,45.68,46.900002,31.721404999999997,1630900
57,2008-02-04,1395.380005,1395.380005,1379.689941,1380.819946,1380.819946,3495780000,46.779999,47.459998999999996,46.16,46.48,31.437338,1329000
58,2008-02-05,1380.280029,1380.280029,1336.640015,1336.640015,1336.640015,4315740000,45.32,45.779999,44.200001,44.299999,29.962862,2651500
59,2008-02-06,1339.47998,1351.959961,1324.339966,1326.449951,1326.449951,4008120000,45.18,46.66,44.360001000000004,45.52,30.788033000000002,2421100
60,2008-02-07,1324.01001,1347.160034,1316.75,1336.910034,1336.910034,4589160000,45.759997999999996,47.900002,45.52,47.439999,32.086651,4358800
61,2008-02-08,1336.880005,1341.219971,1321.060059,1331.290039,1331.290039,3768490000,47.459998999999996,50.66,47.200001,50.220001,33.966941999999996,3339800
62,2008-02-11,1331.920044,1341.400024,1320.319946,1339.130005,1339.130005,3593140000,49.799999,50.139998999999996,48.459998999999996,49.48,33.466446000000005,2563700
63,2008-02-12,1340.550049,1362.099976,1339.359985,1348.859985,1348.859985,4044640000,49.700001,49.799999,48.599998,48.98,33.128246000000004,1351300
64,2008-02-13,1353.119995,1369.22998,1350.780029,1367.209961,1367.209961,3856420000,49.200001,50.5,48.040001000000004,50.259997999999996,33.993992,1937400
65,2008-02-14,1367.329956,1368.160034,1347.310059,1348.859985,1348.859985,3644760000,50.299999,50.740002000000004,49.82,49.98,33.804615000000005,1334300
66,2008-02-15,1347.52002,1350.0,1338.130005,1349.98999,1349.98999,3583300000,49.700001,51.32,49.259997999999996,51.18,34.616245,1724900
67,2008-02-19,1355.859985,1367.280029,1345.050049,1348.780029,1348.780029,3613550000,51.799999,52.080002,51.040001000000004,51.299999,34.697403,1632500
68,2008-02-20,1348.390015,1363.709961,1336.550049,1360.030029,1360.030029,3870520000,50.66,50.919998,49.099998,50.82,34.372757,1506400
69,2008-02-21,1362.209961,1367.939941,1339.339966,1342.530029,1342.530029,3696660000,50.900002,51.0,48.5,48.720001,32.952396,1963100
70,2008-02-22,1344.219971,1354.300049,1327.040039,1353.109985,1353.109985,3572660000,48.880001,49.0,47.52,48.84,33.03355,1464400
71,2008-02-25,1352.75,1374.359985,1346.030029,1371.800049,1371.800049,3866350000,48.66,49.259997999999996,47.299999,48.02,32.478947,2397900
72,2008-02-26,1371.76001,1387.339966,1363.290039,1381.290039,1381.290039,4096060000,48.099998,49.560001,47.740002000000004,48.720001,32.952396,1035600
73,2008-02-27,1378.949951,1388.339966,1372.0,1380.02002,1380.02002,3904700000,48.68,49.400002,47.939999,48.459998999999996,32.776534999999996,942400
